,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1883,-2.080605,-2.160771,-1.479005,-1.906072,-1.231629,-2.517172,-2.752199,-2.426574,-1.876729,-0.8814161,-1.535757,-1.916683
1884,-5.18E-02,1.279471,2.042329,2.570451,3.143768,3.729822,3.778395,3.528364,3.192771,3.133101,-0.4534174,-6.24E-02
1885,-0.4879963,-0.9466397,-1.321155,-1.383225,-2.308024,-2.632244,-2.521305,-2.211295,-2.053915,-2.237999,3.196876,2.945545
1886,3.000475,2.446407,2.297394,2.727134,2.86837,2.921248,2.764009,-3.38E-02,-0.1837758,-0.1907548,-0.4971091,-0.9231113
1887,-1.517263,1.581798,-0.2892963,-0.2588626,-0.4203548,-0.5403383,-0.6168199,-0.6873976,-0.3099314,-0.9094529,-1.404696,-1.301588
1888,0.7600858,-0.7601365,0.6634667,-0.7727363,-0.8009902,-0.8558179,-1.014356,-1.033186,0.1840741,-0.6653966,0.8107478,0.6716558
1889,-1.475091,-2.229349,-0.732612,-1.436326,-1.127366,-1.641306,-1.750106,-1.626988,-1.717149,3.224319,3.043041,3.764906
1890,4.128071,4.031619,3.95492,3.722143,3.990067,4.050671,3.950047,3.636049,3.633113,-0.2930457,-0.7532585,-0.7809232
1891,-1.364845,-0.7878704,-0.7599539,-0.6484856,-0.7141115,-0.7531096,-0.7971069,-0.8466734,-0.7125764,-0.9206628,-1.940318,-0.8335831
1892,-1.823562,-1.598181,0.4257722,-0.3166037,0.5028582,-0.3859953,-0.573753,-0.6771498,-0.8701675,2.76E-02,0.721599,1.597323
1893,1.42477,1.45601,2.133387,2.145268,2.463169,2.747406,2.805857,2.636684,3.89E-03,-0.183732,-0.3443594,-0.5831675
1894,-0.550972,-0.4072268,-0.5949105,-0.8886741,-0.4535496,-0.2507862,-0.2799215,-0.4069128,1.183382,1.341692,0.6774385,1.196936
1895,1.70659,1.502709,1.510898,1.554915,1.881278,2.118633,2.045764,-4.47E-02,5.45E-02,-0.1214944,-0.333011,-0.6637183
1896,-0.2718033,-0.6942936,-0.5525547,0.9450642,0.7015296,0.3046588,0.1243069,0.6407264,0.3257896,0.8035198,1.259145,1.059338
1897,0.7843907,0.9579264,1.219846,-0.1767137,-0.2132003,-0.2499063,-0.3283885,-0.4882938,-0.6546695,0.6872841,-0.8694997,-1.731444
1898,-2.48763,-2.284579,-2.624038,-3.595827,-3.278715,-3.813318,-3.636115,-3.136841,-1.823493,-1.84622,-2.320667,-2.878415
1899,-2.496751,-3.00398,-1.050426,-1.438747,-1.648883,-1.726343,-1.75964,-1.556128,-1.669831,2.371799,2.240566,-0.2049986
1900,-0.5530621,-0.9505987,-1.215139,-1.583967,-2.081832,-2.965948,-3.021106,-2.626955,-2.324592,0.4282905,1.673627,-0.3560265
1901,6.65E-02,0.39149,7.19E-02,0.1548741,0.3054712,0.3320666,0.2666053,0.1829718,0.3795388,0.4112417,-5.67E-02,-0.5981339
1902,-2.00264,1.069628,1.064138,-6.54E-02,-0.1876011,-0.3416097,-0.6383182,-0.7543355,-1.102996,0.462512,0.4469785,-0.7502354
1903,-1.087032,-1.654982,1.110899,-0.1845718,-0.6135298,-1.371769,-1.594782,-1.516958,-1.614167,-2.040175,-1.279199,-2.335721
1904,-3.619717,0.7698999,2.099651,2.041272,1.827932,1.590478,1.362763,1.265067,2.273706,2.536346,-0.3762963,-0.6335783
1905,-0.7889525,-0.6500537,-0.3242981,-0.4623513,-0.1808819,-0.3056092,-0.3619511,-0.4190289,-0.5356838,-1.346984,-1.484538,-2.303296
1906,1.49E-02,0.2074569,2.559633,2.421191,2.98436,3.313097,3.368922,3.167447,2.810915,2.190669,1.749933,2.174614
1907,2.581992,2.393855,3.28272,3.051819,3.156938,3.252079,3.123201,2.863284,2.510067,2.643843,-0.5166606,-0.4195283
1908,-0.3639112,-0.2557361,-0.5432205,-0.8537436,-0.9409154,-1.258009,-1.282269,-1.21929,0.4223778,-0.2684005,-0.8503392,-1.328748
1909,3.049428,3.346954,3.41625,3.044633,3.003038,2.983633,2.879012,2.657718,2.546908,2.397102,2.179362,2.530303
1910,2.384971,-0.2121463,-8.25E-04,-0.153651,-0.1767877,-0.246839,-0.2911602,-0.3349866,-0.2301648,-0.2558483,-0.572015,-1.580121
1911,2.986963,2.848176,3.424999,3.351224,3.604024,3.76728,3.75968,3.518753,-9.75E-02,-0.2623539,-0.738053,-1.055906
1912,-1.365698,-1.857421,0.7133881,0.8692197,-0.6826406,-1.44806,-1.75488,-1.67883,-0.7522912,-0.9656966,-1.538294,-2.704356
1913,-2.531988,-2.523599,-2.792818,-3.305115,-3.59443,-3.602901,-3.036377,-2.427192,-2.239689,-2.67741,0.9853925,1.57556
1914,2.616426,2.676865,2.273737,2.14697,2.177339,2.255671,2.197644,2.02549,1.742099,1.611808,0.9768853,1.063206
1915,1.220062,1.822849,1.664158,1.700037,2.479876,3.046771,3.119214,2.955289,2.557218,1.946261,1.340218,1.346427
1916,2.506501,2.394486,2.304685,2.06367,2.024064,1.958634,1.854218,1.726339,1.865124,2.047076,-0.3568605,-9.01E-02
1917,-0.4463437,-0.1245534,-0.394929,-0.640234,-0.7780998,-1.050583,-1.13431,-1.086544,-1.271493,-1.905399,-2.548238,-3.382382
1918,-4.532588,0.787408,1.934828,-0.2682303,-0.4536321,-0.5789022,-0.6253617,-0.6486297,0.7380897,0.5154952,0.6315961,-0.2674887
1919,-0.8474113,0.7052418,0.6086286,-1.187099,-1.970029,-2.384048,-2.278001,-1.997251,-0.9271135,-1.399929,-2.389288,-1.69941
1920,-2.923044,-2.874642,-1.392191,-1.205448,-2.338955,-2.592008,-2.507394,-2.055437,-1.97022,0.9271553,0.936929,1.060174
1921,1.237196,-0.1911005,-0.2254459,-0.4457528,0.5779974,0.5455456,0.4196754,-0.1346275,-9.76E-02,-0.650236,-1.490779,1.399612
1922,1.203482,1.471963,1.581849,1.419923,1.699179,1.857582,1.87331,1.724136,1.40581,1.445087,1.465796,1.810284
1923,-8.31E-02,-0.393176,-0.8712486,1.031379,-0.9386267,-0.9085217,-0.8745014,-0.8714998,0.7694503,-0.5337716,-1.912195,-2.665933
1924,-3.519634,-3.997767,-3.535356,-4.034445,-4.914947,-5.052612,-4.521355,-3.752205,-3.316133,-1.314856,-1.403327,-1.035596
1925,-2.02938,0.588393,0.3553853,0.3979813,1.109889,-8.95E-03,-1.78E-02,-5.74E-02,-0.1013489,-0.2260899,-0.9341882,-1.705077
1926,-2.196107,-1.000065,-2.055793,1.074203,-0.4039577,-0.6951519,-1.039204,-1.08758,-1.311282,-1.121333,1.633995,1.262513
1927,0.9695373,1.458645,1.367529,1.402789,1.432119,1.486825,1.446691,1.316684,1.046937,1.362145,1.302116,-0.1238254
1928,-0.6578206,-1.256072,-0.6795574,-1.588018,-2.627892,-3.23233,-3.124655,-2.699048,-2.538675,-2.744819,-1.925228,-1.560689
1929,-2.400364,-2.619724,-2.732003,-2.746464,-3.757701,-3.038968,-2.948864,-2.563198,-2.339855,-2.662714,-3.790744,-3.47224
1930,-2.44054,-2.136171,-1.453938,-1.782736,-1.962879,-2.249733,-2.136653,-1.885241,-1.392968,-1.748459,-1.814111,-3.176791
1931,-2.66685,-2.532727,-3.174981,-3.715302,-3.663167,-3.444425,-3.29526,-2.758154,-2.556483,-2.39237,5.34E-02,2.003253
1932,1.81343,1.839841,-0.220708,-0.2952272,0.1608064,0.2380808,0.2430086,-3.81E-02,-0.1728612,-0.5059997,-1.671356,-1.848559
1933,-0.7207986,-1.597801,-1.718208,-2.42412,-2.095029,-2.0416,-1.87913,-1.630851,-1.65815,-0.9957729,-2.353565,-1.168203
1934,-2.059665,-1.275319,-2.313075,-3.133735,-3.342621,-2.918517,-2.676926,-2.291215,-1.895761,0.5689557,0.9763151,0.7386853
1935,0.9768804,0.1731473,0.6784521,2.007844,1.928798,1.84719,-1.44E-02,6.24E-02,-0.1576625,-9.15E-02,-0.4335692,-0.7290933
1936,-1.287545,2.279003,-0.1055122,-0.1239504,6.54E-02,0.1627572,0.1532387,-4.76E-02,-0.2283871,-5.52E-02,-0.6727323,0.3880434
1937,0.5333455,1.634753,2.114235,2.017753,2.211972,2.332984,2.24565,2.043351,1.695575,1.356146,1.054846,1.176162
1938,0.9778254,1.645485,2.449737,2.55476,2.892688,3.050435,3.033719,2.821357,2.559338,2.486143,-0.4380657,-0.6647199
1939,-0.9024796,-1.0649,-1.020294,-1.496813,-2.576129,-3.287515,-3.224321,-2.80949,-1.277026,-1.130787,-2.309064,-3.006207
1940,1.524623,2.72484,2.783527,2.673295,2.859,2.871832,2.729405,2.458264,2.14369,2.027968,1.426981,1.915642
1941,2.143457,2.670434,3.012832,3.534253,4.092344,4.571014,4.563645,4.281072,3.773047,3.553164,2.952377,3.242417
1942,2.970954,2.697161,2.391882,2.620393,2.762239,2.709577,2.527668,-3.72E-02,-0.205689,-0.2713588,-0.2001974,-0.3373838
1943,0.309248,0.1743995,0.5434462,0.5497006,-2.26E-02,-7.54E-02,-0.129336,-0.2005155,-0.3838349,-0.4688591,-1.593618,-1.512497
1944,-1.872208,1.049017,-0.2576073,-0.2823946,-0.3395175,-0.4742091,-0.499129,-0.5590171,-0.9091157,0.2224784,1.283799,-0.5537997
1945,-1.066606,0.5005613,1.026126,-0.2905884,-0.4208418,-0.6611041,-0.7832459,-0.7644725,-1.020678,1.176185,1.010593,1.297898
1946,-0.5417228,-0.7473203,-0.5730717,-1.616255,-1.704898,-1.948254,-1.786775,-1.605024,-1.69599,-1.473842,0.9974138,0.7990168
1947,-1.687997,-2.007664,-1.809056,-2.590388,-2.972197,-2.878922,-2.680768,-2.31468,-2.259027,1.247835,-0.3565823,-0.7782279
1948,-2.93952,-3.275461,-2.17871,-0.6817688,-1.242984,-2.275142,-2.522367,-2.298217,-2.276623,-1.438838,-2.629892,-1.8945
1949,-2.483212,-2.179384,1.053802,-0.4065332,-0.6351537,-1.175375,-1.245671,-1.142645,-1.321167,-1.859552,-1.891371,-2.110975
1950,-1.382016,-1.004192,-1.103442,-1.405223,-1.84733,-2.052274,-1.620385,-1.460666,-8.01E-02,1.188428,1.577301,1.625423
1951,-0.1247286,-0.2863657,-0.5689838,-0.6359566,-0.7494228,-0.8743258,-0.8059927,-0.7297272,-0.9835002,-0.7848027,-0.7083927,1.603056
1952,2.173744,1.818528,2.271677,2.281227,2.657772,2.796699,2.807671,2.618702,-0.1226791,-0.4322727,-0.412173,0.5113012
1953,-5.05E-02,-0.6081562,-0.8366928,-0.6548265,-0.7711208,-0.7916782,-0.7817056,-0.6777786,-0.968958,-1.550124,-1.048298,-2.415715
1954,-2.160444,-2.046909,-0.7808201,-0.8286343,-1.748325,-2.029219,-2.077847,-1.775568,-1.869326,-2.382803,-1.598148,-1.361189
1955,-0.8460003,-1.453737,-2.571468,-2.00247,-1.904174,-2.071193,-1.930573,-1.648894,-1.693461,-2.149656,-1.985552,3.556615
1956,3.768423,3.294586,2.663387,2.64678,2.739638,2.767047,2.646128,2.05E-02,-0.1048415,-5.32E-02,-0.7080148,-1.324176
1957,-1.511862,-0.8269188,-1.20813,-1.173976,0.9897012,-0.3118559,-0.6048262,-0.7213584,-0.6991615,1.203287,-1.069567,-0.9633859
1958,-0.9775212,1.596803,2.429113,3.170149,3.710944,4.349122,4.349193,4.131981,4.043219,-0.3262557,-0.8850861,-1.461327
1959,-1.427638,-1.139242,-1.64292,-1.93485,-2.816617,-3.208578,-3.068613,-2.569732,2.32804,-0.3910589,-1.06124,-1.615623
1960,-1.375151,0.6144204,-0.5175527,-0.8727957,-1.538789,-1.863402,-1.814644,-1.646146,-1.660493,-1.900293,-0.6578791,-1.423479
1961,-2.225184,-2.960534,-3.072185,-3.767415,-4.176193,-4.361047,-4.014287,-3.203134,-2.780918,-2.987663,-2.157646,-2.308265
1962,-3.047878,2.607833,2.434604,-0.2360811,-0.292484,-0.3160081,-0.3334448,-0.3537329,-0.4717618,0.6038429,-0.5305413,-0.687719
1963,-0.6655946,0.7358718,1.069694,1.649426,1.788712,1.952149,1.971285,1.831438,1.649148,1.813861,2.017308,-0.5302612
1964,-0.9093376,-1.601522,-2.05196,-3.013427,-3.310744,-3.292529,-3.187962,-2.550008,-2.182446,0.7147187,0.7909463,1.802884
1965,-2.51E-02,-0.3892167,-0.382109,0.2823969,0.2616045,0.2122081,0.2424242,0.2956536,-0.1490923,-0.4940377,2.387456,2.376717
1966,-0.3397923,-0.5051518,-0.9152386,-1.233955,-1.738832,-1.880218,-1.533111,-1.340058,-1.181782,-1.791376,0.9838327,2.003986
1967,2.185408,1.664818,1.965339,2.918202,3.453691,4.06809,4.410019,4.272326,2.00E-02,-0.3378608,-0.4231653,-0.7053134
1968,-0.9762899,-1.008614,-1.022613,-1.461896,-1.95022,-2.753356,-2.760907,-2.149927,-2.147422,0.6182869,0.4733529,0.4533035
1969,3.825802,4.499729,4.04021,3.992984,3.966402,3.878961,3.79045,3.534629,-2.92E-02,6.35E-02,-0.3457655,-0.3614305
1970,0.3676867,-0.1833434,-0.2489939,-0.6271985,-0.9079368,-0.9725916,-1.015327,-0.9780734,-1.257145,-1.326752,1.637686,1.936643
1971,-0.3312288,-0.7508503,-0.9082459,-0.97745,-0.7482106,-0.7638146,-0.6928113,-0.6742828,-0.7422494,-1.296236,-1.51436,0.6946573
1972,-1.423636,-2.051196,-3.10726,-3.47306,-4,-3.899938,-3.509767,-2.941389,-2.2903,1.502644,2.261189,1.946213
1973,2.263475,2.883797,2.955141,2.63309,2.664543,2.663896,2.55303,2.339695,2.056699,2.303099,2.507793,2.560756
1974,2.593893,2.023081,2.634821,2.79516,3.086261,3.265353,3.361098,3.148636,-0.1373557,0.1912356,-0.3389125,-0.269968
1975,-0.9095756,0.2247764,0.6309372,0.6242359,0.4738482,0.3785253,0.355451,0.4697025,0.2993552,0.7047915,-0.503691,-1.113249
1976,-3.266824,-3.013317,-3.317804,-3.423146,-4.504144,-4.713987,-4.269952,1.140857,3.146505,-0.1330117,-0.4510922,-0.9169161
1977,-1.398353,-1.960274,-2.839882,-4.132073,-3.633207,-3.84176,-3.637821,-3.047747,-1.698756,-1.986135,-2.372883,1.203982
1978,1.845935,2.2964,2.791482,3.291048,3.835164,4.091314,4.017341,3.725132,3.775527,3.141117,3.078851,2.465775
1979,2.477959,2.514789,2.569834,2.226767,2.086877,1.930564,1.78363,1.578582,1.264603,1.352761,1.085502,0.8995611
1980,1.200555,1.764595,1.673356,1.680917,1.868716,1.992085,2.126644,1.989765,-0.1283871,-0.4353895,-0.9876247,-1.292047
1981,-0.8749634,-1.336658,1.058871,-0.1671106,-0.4973824,-1.129857,-1.313088,-1.260524,-1.382645,0.6078145,1.62074,1.392722
1982,1.41054,1.166985,1.799281,2.308729,2.598945,2.931768,3.116032,2.984452,3.312856,3.305865,3.675593,3.504462
1983,3.795789,4.040215,4.921693,5.149723,5.489092,5.716612,5.630776,5.492791,5.564907,5.16643,5.294588,5.263083
1984,-0.5561823,-0.8574775,-1.24685,-1.538992,-1.880698,-2.035581,-2.053381,-1.974027,-1.989709,0.5110003,1.627108,1.534464
1985,-0.5056285,-0.8822616,-0.571311,-1.650335,-2.464316,-2.661911,-2.483888,-2.135169,-1.710209,-5.32E-02,1.112689,0.8479983
1986,0.5988282,1.264295,1.805424,1.724716,2.003352,2.053523,1.973516,1.811111,2.019802,-0.2779133,-0.7809426,-1.082465
1987,-1.987099,-1.740888,-1.048632,-2.149129,-3.322562,-3.714779,-3.530096,-2.993032,-2.73329,-1.250397,-1.229016,-0.6889294
1988,-1.150912,-1.950061,-3.414635,-2.622696,-3.167577,-3.182225,-2.964786,-2.4976,-2.305357,-2.417098,-1.702472,-0.9551522
1989,-2.298116,-2.523972,-1.994709,-2.66287,-3.257337,-3.380111,-3.109293,-2.559499,1.926472,1.941289,-0.4177476,-1.061139
1990,-1.340866,-1.581574,-2.388151,-3.111526,-2.890867,-3.57807,-3.417784,-2.903395,-1.94771,-2.27535,-3.024369,-3.645622
1991,-4.685572,-4.228665,3.299154,-0.1799175,-0.2010665,-0.1387657,-9.66E-02,-3.99E-02,-0.1643817,-4.93E-02,-0.5146778,-0.5617632
1992,-0.9327375,1.518884,1.623524,-0.2858136,-0.4346491,-0.483718,-0.3977271,-0.4257722,-0.56213,0.6119139,-1.442421,0.6472615
1993,2.984996,3.370602,3.415735,3.145722,3.299463,3.474117,3.337807,2.01E-02,-0.1485033,-0.3120291,-0.5374274,-0.7923535
1994,-1.242669,-1.047645,-1.418351,-1.844271,-1.727089,-2.416422,-2.391581,-2.110593,0.2976991,0.1997823,0.6230284,-0.5119621
1995,3.460699,2.988689,4.215137,4.08682,4.395885,4.880424,5.06651,4.810773,4.302191,3.624264,2.763996,2.589236
1996,2.448476,2.805795,2.652748,2.506146,2.723721,2.737806,2.633947,2.428969,2.087447,2.379081,2.400839,2.883219
1997,3.460093,-0.4053139,-0.7766334,-1.016864,-1.170583,-1.292851,-1.332422,-1.212144,-1.286708,-1.55406,1.429431,1.410755
1998,1.649536,3.063249,3.154941,3.312163,4.380435,5.315725,5.767945,5.614601,2.65E-02,-6.82E-02,0.1038016,-0.322969
1999,-0.4371969,-0.3636679,-0.2137057,-0.1097527,-0.3904172,-0.5052367,-0.5400702,-0.5373183,-0.5805297,-0.8237543,-0.9180454,-1.467415
2000,0.3940667,2.2261,1.988798,1.990558,2.06221,2.092294,1.985327,1.842819,1.642124,2.183124,-0.3196864,-0.8698814
2001,-0.7371794,-0.3853748,-0.2136612,-9.14E-02,-0.1478282,-0.233808,-0.2658772,-0.2926584,-0.3912363,-0.6462929,0.8454861,1.333064
2002,-0.3545871,-0.6821732,-0.961133,-1.621939,-1.757358,-1.829199,-1.654265,-1.407434,-1.463449,-1.794262,0.7386261,2.054043
2003,-0.4543281,-0.543447,-0.6848994,0.2535577,0.5081422,0.608893,0.6881258,0.7301413,0.5105727,0.149752,7.68E-02,0.7465665
2004,-0.9016174,1.079293,-1.196532,-1.459482,-1.737761,-1.731586,-1.50654,-1.279342,-1.32593,3.236509,3.03692,3.310251
2005,3.452486,3.584119,3.683945,3.612431,4.09795,4.389246,4.618301,4.398382,4.000772,3.461884,2.878004,2.870425
2006,2.735492,2.297632,2.855119,3.360576,3.963388,4.575961,4.75824,4.457019,-0.1060589,-0.2336968,-0.4461957,-0.6112009
2007,-1.156519,-1.081807,-1.510243,-1.763539,-2.929993,-3.345938,-3.183016,-2.564974,-1.77485,-1.018963,-1.786808,-1.770877
2008,1.920524,1.832702,-0.3266786,-0.5030029,-0.4895905,-0.4044608,-0.33272,-0.3047384,-0.4182931,-0.5736532,-0.6802817,-1.004228
2009,-2.006167,-0.6307505,-0.6267904,-1.417204,-1.720287,-1.621129,-1.455407,-1.204938,-1.175006,2.430308,1.855667,1.699649
2010,1.935891,2.013613,1.820483,2.226132,2.464289,2.74529,2.894017,2.768242,2.445286,2.471628,2.387615,2.817267
2011,2.37013,2.269219,2.86856,2.758376,3.172074,3.87022,4.239019,4.215742,3.827902,3.733367,3.549729,-0.4040717
2012,-0.7871802,-1.030493,-0.8199282,-0.7521827,-1.327685,-1.649107,-1.888642,-1.659494,-1.654855,-1.592626,0.4592353,0.7815068
2013,-1.005822,-1.528198,-1.759459,-2.524003,-3.080717,-3.103315,-2.804299,-2.250906,-1.982407,-1.80706,-1.943058,-2.694027
2014,-4.066936,-3.005758,-2.676249,-3.266182,-4.368465,-4.532783,-4.099146,-3.352708,-2.710534,-2.138992,-1.906526,1.043519
2015,-0.6084171,-1.322615,-2.575148,-2.949379,-3.168782,-3.179223,-2.37554,-1.955089,-1.79138,-1.837734,-1.286663,-1.258493
2016,0.5617343,-1.110065,0.7660302,-9.64E-02,-0.5888051,-0.9155853,-0.9908114,-0.9288047,-1.100727,1.978569,1.714392,1.46821
2017,1.773621,2.137618,2.026166,2.153489,2.368761,2.456249,2.399278,1.88E-02,-5.54E-02,-0.2499656,-0.3909285,-0.9593688
2018,-1.126791,-1.887899,-0.6023759,-0.9634047,-2.189007,-2.756398,-2.731095,-2.314985,-2.102213,-2.036031,-1.263044,-1.59357
